n_id,type,src,question,prompt,response,id,target,participant,response_num
776,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,when people reached the age of 20 years they mystically shrank to 12 inches tall,setal08_6.0-0b1280,1.0,setal0818,4.0
9531,uses,setal08,What is a surprising use for a KNIFE?,knife,to clean dirt off your fingernails,setal08_4.0-678e45,1.7,setal08201,1.0
848,uses,betal18,What is a surprising use for a BOX?,box,helmet,betal18_box-2ea719,1.6,betal182089,
6200,uses,setal08,What is a surprising use for a KNIFE?,knife,shave face,setal08_4.0-6cc40e,1.3,setal08132,1.0
675,uses,dod20,What is a surprising use for a ROPE?,rope,belt,dod20_rope-0f408c,3.5,dod2042,3
923,uses,hass17,What is a surprising use for a BRICK?,brick,create an oven,hass17_brick-8e1b36,2.7,hass1753, 5
6652,uses,setal08,What is a surprising use for a KNIFE?,knife,threats,setal08_4.0-42499d,1.0,setal08142,11.0
9103,instances,setal08,What is a surprising thing that is ROUND?,round,basketball hoop,setal08_2.0-9d54c4,1.0,setal08194,10.0
5375,instances,setal08,What is a surprising thing that makes a NOISE?,noise,writing on a hard surface,setal08_5.0-d56981,1.0,setal08114,5.0
1312,uses,dod20,What is a surprising use for a BRICK?,brick,break a window,dod20_brick-af7f03,2.7,dod2043,2
3137,uses,dod20,What is a surprising use for PANTS?,pants,to cut up for rags,dod20_pants-ff9738,2.5,dod2043,6
137,uses,bs12,What is a surprising use for a BRICK?,brick,anchor,bs12_brick-2df715,1.4,bs1212,
1467,uses,hmsl,What is a surprising use for a BRICK?,brick,stand on,hmsl_brick-15d633,2.0,hmslw5u3jOia,5.0
2031,uses,dod20,What is a surprising use for a BOTTLE?,bottle,as a weapon,dod20_bottle-e39eae,3.2,dod2024,0
2696,uses,snbmo09,What is a surprising use for a BOX?,box,make a can,snbmo09_3_box-2d5e92,1.5,snbmo09132,8
541,uses,bs12,What is a surprising use for a BRICK?,brick,a weight,bs12_brick-c15311,1.0,bs1237,
1735,instances,setal08,What is a surprising thing that is ROUND?,round,"the letter ""O""",setal08_2.0-9b0f25,1.0,setal0840,6.0
1737,uses,snbmo09,What is a surprising use for a KNIFE?,knife,screwdriver,snbmo09_2_knife-68bd7b,2.0,snbmo0985,4
2347,uses,dod20,What is a surprising use for a BOOK?,book,toilet paper,dod20_book-317fa0,4.0,dod2054,4
2254,uses,snb17,What is a surprising use for a ROPE?,rope,whip,snb17_rope-5780bc,1.3,snb17137,
1821,uses,betal18,What is a surprising use for a ROPE?,rope,leash,betal18_rope-9df401,1.0,betal182029,
1145,uses,dod20,What is a surprising use for a TABLE?,table,used for reading,dod20_table-ce5a52,1.5,dod2029,2
594,uses,betal18,What is a surprising use for a BOX?,box,desk,betal18_box-3215eb,1.3,betal182061,
2258,uses,dod20,What is a surprising use for a ROPE?,rope,arrange in a unique shape and glue it on the wall for artwork,dod20_rope-8aa548,3.8,dod2028,0
1553,uses,snb17,What is a surprising use for a ROPE?,rope,you can use it to measure curved objects,snb17_rope-6efdec,2.3,snb1743,
6679,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,everyone would need a ladder,setal08_6.0-7ec3f0,1.7,setal08142,1.0
8219,instances,setal08,What is a surprising thing that makes a NOISE?,noise,pencil,setal08_5.0-16a018,1.0,setal08172,1.0
9844,instances,setal08,What is a surprising thing that is ROUND?,round,pies,setal08_2.0-8c9178,1.0,setal08206,12.0
1224,uses,dod20,What is a surprising use for a TIRE?,tire,recycle,dod20_tire-a82866,2.0,dod2037,4
1219,uses,dod20,What is a surprising use for a TIRE?,tire,carry objects or people,dod20_tire-9dbcef,1.8,dod2011,0
1205,uses,snb17,What is a surprising use for a ROPE?,rope,dangling something from a that has weight,snb17_rope-430faa,1.0,snb172,
6530,instances,setal08,What is a surprising thing that makes a NOISE?,noise,rain on a window,setal08_5.0-76b614,1.7,setal08139,9.0
2497,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,tie together to form eco friendly bracelet,hmsl_paperclip-b130fd,2.5,hmsl7tAp1G0i,6.0
1080,uses,hass17,What is a surprising use for a BRICK?,brick,decoration,hass17_brick-8e18de,2.0,hass1758,11
2247,uses,betal18,What is a surprising use for a ROPE?,rope,stamp,betal18_rope-947555,2.1,betal182082,
143,uses,betal18,What is a surprising use for a BOX?,box,hat,betal18_box-33a6ed,1.0,betal182016,
207,uses,bs12,What is a surprising use for a BRICK?,brick,hit someone with,bs12_brick-19b714,1.0,bs1217,
219,uses,dod20,What is a surprising use for a SHOE?,shoe,planter,dod20_shoe-a243cf,3.5,dod201,0
9379,instances,setal08,What is a surprising thing that makes a NOISE?,noise,the sound of writing,setal08_5.0-636c8d,1.0,setal08198,11.0
1750,instances,setal08,What is a surprising thing that makes a NOISE?,noise,fire alarm,setal08_5.0-c7fc78,1.0,setal0840,3.0
6099,uses,setal08,What is a surprising use for a KNIFE?,knife,splint (hold broken bone straight),setal08_4.0-0b55e6,3.0,setal08129,9.0
7030,instances,setal08,What is a surprising thing that makes a NOISE?,noise,water,setal08_5.0-239450,1.0,setal08148,19.0
4545,instances,setal08,What is a surprising thing that is ROUND?,round,round stools,setal08_2.0-156dc9,1.0,setal0897,17.0
2899,uses,hmsl,What is a surprising use for a BRICK?,brick,build a house,hmsl_brick-f85b57,1.3,hmslyZL3i8hJ,2.0
4043,uses,dod20,What is a surprising use for a TABLE?,table,iron on,dod20_table-57f6a9,2.0,dod2057,5
569,uses,dod20,What is a surprising use for a BRICK?,brick,doorstop,dod20_brick-33eadd,2.2,dod2054,0
4753,uses,dod20,What is a surprising use for a TIRE?,tire,balancing act,dod20_tire-63fa42,3.3,dod2075,6
460,uses,hass17,What is a surprising use for a BOTTLE?,bottle,use as your piggy bank,hass17_bottle-b661ec,2.7,hass1749, 7
396,uses,bs12,What is a surprising use for a BRICK?,brick,ruler,bs12_brick-c28a76,2.2,bs1227,
703,uses,betal18,What is a surprising use for a BOX?,box,Fort,betal18_box-c5a2a6,1.0,betal182074,
1089,uses,dod20,What is a surprising use for a FORK?,fork,to cut,dod20_fork-6fc030,1.5,dod209,1
4480,instances,setal08,What is a surprising thing that is ROUND?,round,an eyeball,setal08_2.0-d5c03f,1.0,setal0896,1.0
2554,uses,snbmo09,What is a surprising use for a KNIFE?,knife,piggy bank opener,snbmo09_2_knife-256817,1.8,snbmo09124,6
3383,uses,dod20,What is a surprising use for a SHOE?,shoe,spider killer,dod20_shoe-602770,2.8,dod2081,5
11376,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,bad vision,setal08_3.0-0f5329,1.0,setal08239,5.0
1598,uses,dod20,What is a surprising use for a TABLE?,table,use reverse and put some restraints on sides for holding a baby inside securely,dod20_table-1b27e9,4.2,dod2016,3
1832,uses,snb17,What is a surprising use for a ROPE?,rope,cut it up in equal length pieces and paint them red so I can trick someone into thinking it is licorice,snb17_rope-e8d043,4.3,snb1785,
96,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,chain link ,hmsl_paperclip-9925d2,2.0,hmslFdOMf9nm,6.0
8025,instances,setal08,What is a surprising thing that makes a NOISE?,noise,people,setal08_5.0-40fa2b,1.0,setal08168,5.0
1793,uses,snb17,What is a surprising use for a ROPE?,rope,use to tie to a car and a sled and use for sledding,snb17_rope-c4a27e,2.0,snb1779,
5306,instances,setal08,What is a surprising thing that is ROUND?,round,door knob,setal08_2.0-1ed786,1.0,setal08113,7.0
843,instances,setal08,What is a surprising thing that makes a NOISE?,noise,cracking knuckles,setal08_5.0-7e4f40,1.3,setal0819,22.0
6520,uses,setal08,What is a surprising use for a KNIFE?,knife,trimming finger and toe nails,setal08_4.0-010adf,1.7,setal08139,7.0
1823,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,calendar holder,hmsl_paperclip-3a54dd,2.5,hmslB0o9M8xC,11.0
842,uses,bs12,What is a surprising use for a BRICK?,brick,but under trailer tire to hold in place,bs12_brick-43818f,1.0,bs1259,
3779,uses,hmsl,What is a surprising use for a BRICK?,brick,used to throw through a window,hmsl_brick-68a9cc,1.8,hmslVE8400EB,3.0
1447,uses,betal18,What is a surprising use for a BOX?,box,place holder,betal18_box-92a9cc,1.3,betal182171,
378,uses,hass17,What is a surprising use for a BOTTLE?,bottle,decoration,hass17_bottle-506890,2.3,hass1752, 5
6985,instances,setal08,What is a surprising thing that is ROUND?,round,earth,setal08_2.0-024ca3,1.3,setal08148,7.0
3274,uses,setal08,What is a surprising use for a KNIFE?,knife,stir things,setal08_4.0-ffe17f,1.7,setal0874,6.0
272,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Hold Hanging Decorations (on a string),hmsl_paperclip-e79338,2.7,hmsl3vBR15MO,6.0
608,uses,bs12,What is a surprising use for a BRICK?,brick,pet,bs12_brick-e10163,1.4,bs1242,
442,uses,snbmo09,What is a surprising use for a KNIFE?,knife,a letter opener,snbmo09_2_knife-085643,1.5,snbmo0922,2
2189,uses,betal18,What is a surprising use for a ROPE?,rope,music,betal18_rope-fc0045,2.1,betal182076,
3439,uses,dod20,What is a surprising use for a BRICK?,brick,hold something open,dod20_brick-711ff6,2.5,dod2048,15
7000,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,people would get bored,setal08_3.0-b7f4a0,1.7,setal08148,7.0
10215,instances,setal08,What is a surprising thing that is ROUND?,round,bottles,setal08_2.0-47713b,1.3,setal08215,1.0
1282,uses,betal18,What is a surprising use for a BOX?,box,bird house,betal18_box-667d8e,2.4,betal182151,
8961,instances,setal08,What is a surprising thing that makes a NOISE?,noise,crying,setal08_5.0-7f8256,1.0,setal08190,15.0
9036,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,cars would have to be re-made so we could reach the pedals,setal08_6.0-0ba9f4,1.3,setal08192,4.0
196,uses,hass17,What is a surprising use for a BOTTLE?,bottle,decoration,hass17_bottle-7f00eb,1.7,hass1717, 3
3285,uses,snbmo09,What is a surprising use for a BOX?,box,use as shoes,snbmo09_3_box-4d88e6,2.8,snbmo09161,5
4509,instances,setal08,What is a surprising thing that makes a NOISE?,noise,wind (when encountering objects),setal08_5.0-349de0,1.3,setal0896,12.0
4006,uses,snbmo09,What is a surprising use for a KNIFE?,knife,as jewelry,snbmo09_2_knife-515191,2.5,snbmo09198,1
5005,uses,dod20,What is a surprising use for PANTS?,pants,dress a scarecrow,dod20_pants-9745a7,2.2,dod2081,8
761,uses,snb17,What is a surprising use for a BOX?,box,to wear as an outfit,snb17_box-9304e9,1.7,snb1797,
1515,uses,dod20,What is a surprising use for a ROPE?,rope,use it to replace the cord on a ceiling fan,dod20_rope-a5ac1f,3.5,dod2015,1
3252,instances,setal08,What is a surprising thing that is ROUND?,round,door knobs,setal08_2.0-9c0a91,1.0,setal0874,8.0
1482,instances,setal08,What is a surprising thing that makes a NOISE?,noise,a mouse,setal08_5.0-b3b6f5,1.0,setal0833,5.0
1662,uses,setal08,What is a surprising use for a BRICK?,brick,dye,setal08_1.0-935b9a,3.0,setal0838,5.0
1427,uses,hmsl,What is a surprising use for a BRICK?,brick,scratcher,hmsl_brick-cb1a6e,2.0,hmslI0w7ZH4h,2.0
3181,uses,setal08,What is a surprising use for a BRICK?,brick,under a short leg of a table or chair,setal08_1.0-c9036b,1.7,setal0872,5.0
6960,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,shoes would be small,setal08_6.0-4aedf7,1.0,setal08147,3.0
1337,uses,dod20,What is a surprising use for a FORK?,fork,bear right,dod20_fork-e7ee4f,2.0,dod2013,7
2462,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,spray bottle,hmsl_paperclip-e33921,2.0,hmslB0o9M8xC,4.0
3616,uses,hmsl,What is a surprising use for a BRICK?,brick,to prop up a bed ,hmsl_brick-94ee9f,1.8,hmsl6kTekgee,8.0
728,uses,snbmo09,What is a surprising use for a BRICK?,brick,door stop,snbmo09_1_brick-952574,1.0,snbmo0938,1
399,uses,snbmo09,What is a surprising use for a KNIFE?,knife,lawn mower,snbmo09_2_knife-9c6f85,2.7,snbmo0920,3
3352,uses,dod20,What is a surprising use for a BRICK?,brick,flowerpot,dod20_brick-e93fae,3.3,dod2047,5
2230,uses,dod20,What is a surprising use for a TIRE?,tire,make a tire swing,dod20_tire-59d06e,2.3,dod2071,4
954,uses,hass17,What is a surprising use for a BRICK?,brick,unit of measure,hass17_brick-3f2068,4.0,hass1739, 6
1274,uses,snb17,What is a surprising use for a ROPE?,rope,fringe the ends for cute tassels,snb17_rope-851890,2.7,snb1712,
4937,uses,dod20,What is a surprising use for PANTS?,pants,decorate the legs,dod20_pants-5de129,2.0,dod2080,1
2688,uses,betal18,What is a surprising use for a ROPE?,rope,belt,betal18_rope-023406,1.0,betal182158,
2090,uses,dod20,What is a surprising use for a TABLE?,table,to use as a computer stand,dod20_table-13b8b2,1.5,dod2024,2
7045,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,be at the bottom of the food chain,setal08_6.0-3dfe09,1.7,setal08148,7.0
1364,uses,hmsl,What is a surprising use for a BRICK?,brick,paving,hmsl_brick-3d75b0,1.0,hmslPh94atfW,4.0
3264,uses,dod20,What is a surprising use for a ROPE?,rope,car tow,dod20_rope-1cb06a,1.8,dod2045,4
8999,uses,setal08,What is a surprising use for a BRICK?,brick,a step to help you reach an object,setal08_1.0-c19aac,1.7,setal08192,3.0
826,uses,snb17,What is a surprising use for a BOX?,box,Ballet Box,snb17_box-e6ebcd,1.7,snb17107,
399,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Make a little paperclip person,hmsl_paperclip-edcb09,3.2,hmsl7W51SJ6r,2.0
5162,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,no more beds,setal08_3.0-2c846c,1.3,setal08109,1.0
2981,uses,dod20,What is a surprising use for a SHOVEL?,shovel,breaking someone head,dod20_shovel-824ee6,3.2,dod2040,1
8274,instances,setal08,What is a surprising thing that is ROUND?,round,a person's butt,setal08_2.0-882df5,1.3,setal08174,2.0
8729,uses,setal08,What is a surprising use for a KNIFE?,knife,play games (roulette),setal08_4.0-44b9a3,2.0,setal08185,5.0
4474,uses,setal08,What is a surprising use for a BRICK?,brick,to put under one side of an object to balance it out,setal08_1.0-e05823,1.7,setal0896,2.0
1430,uses,dod20,What is a surprising use for a BOOK?,book,doorstopper,dod20_book-b4db3f,2.5,dod2014,16
5640,instances,setal08,What is a surprising thing that is ROUND?,round,ferris wheel,setal08_2.0-7ca84d,1.7,setal08119,2.0
3326,uses,hmsl,What is a surprising use for a BRICK?,brick,make steps,hmsl_brick-b9b3a4,1.0,hmslGFR0BPPd,3.0
3520,uses,snbmo09,What is a surprising use for a KNIFE?,knife,open letter,snbmo09_2_knife-5ff21c,1.0,snbmo09172,3
1563,uses,betal18,What is a surprising use for a BOX?,box,sled,betal18_box-b3c46f,1.0,betal182187,
6859,instances,setal08,What is a surprising thing that makes a NOISE?,noise,boiling water,setal08_5.0-45f5b9,2.0,setal08145,11.0
4819,instances,setal08,What is a surprising thing that makes a NOISE?,noise,unbuttoning your pants - if overweight,setal08_5.0-0dad69,1.7,setal08101,12.0
1096,uses,betal18,What is a surprising use for a BOX?,box,sleigh,betal18_box-d8ec14,1.6,betal182121,
7646,uses,setal08,What is a surprising use for a KNIFE?,knife,protection,setal08_4.0-a398cf,1.0,setal08159,5.0
9778,instances,setal08,What is a surprising thing that is ROUND?,round,doorknob,setal08_2.0-1f9503,1.0,setal08205,9.0
1223,instances,setal08,What is a surprising thing that is ROUND?,round,door could be a surfboard,setal08_2.0-4e6051,1.3,setal0828,5.0
6712,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,more food consumption,setal08_3.0-9aa07c,1.7,setal08143,3.0
1054,uses,betal18,What is a surprising use for a BOX?,box,use   to decorate the walls,betal18_box-1510d1,1.3,betal182117,
3084,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,real dull personality,setal08_3.0-e15361,1.3,setal0869,5.0
2053,uses,snb17,What is a surprising use for a ROPE?,rope,glove,snb17_rope-8aa810,1.7,snb17111,
1819,uses,snb17,What is a surprising use for a ROPE?,rope,ghetto swing,snb17_rope-b7462a,2.7,snb1783,
1079,uses,hass17,What is a surprising use for a BRICK?,brick,decoration,hass17_brick-8e18de,2.7,hass1758,11
1038,uses,dod20,What is a surprising use for a TIRE?,tire,wheels,dod20_tire-386d14,1.0,dod208,0
655,uses,betal18,What is a surprising use for a BOX?,box,target practice,betal18_box-48271e,1.9,betal182067,
2522,uses,snbmo09,What is a surprising use for a BOX?,box,used as a table,snbmo09_3_box-5d06bd,1.8,snbmo09122,3
2360,uses,snbmo09,What is a surprising use for a KNIFE?,knife,melt the metal and make bullets,snbmo09_2_knife-2a8461,2.7,snbmo09115,4
2940,uses,hmsl,What is a surprising use for a BRICK?,brick,Build a well,hmsl_brick-858987,1.8,hmsl5SRJR5D5,7.0
1881,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,cleaning smoking pipes,hmsl_paperclip-4a1287,2.3,hmslRW7306rQ,3.0
1808,uses,dod20,What is a surprising use for a BOOK?,book,shelfs,dod20_book-57e53b,2.8,dod2020,3
624,uses,hass17,What is a surprising use for a BRICK?,brick,You could use it to weigh something down,hass17_brick-fb3f56,1.3,hass1746, 1
64,uses,snb17,What is a surprising use for a BOX?,box,as a form of clothing,snb17_box-5e098b,1.3,snb1711,
6951,instances,setal08,What is a surprising thing that makes a NOISE?,noise,car,setal08_5.0-14f188,1.3,setal08147,8.0
1550,uses,dod20,What is a surprising use for a BOOK?,book,balance a desk etc,dod20_book-25dbe7,2.5,dod2016,4
1238,uses,hmsl,What is a surprising use for a BRICK?,brick,knife handle,hmsl_brick-98208a,2.0,hmslzaTZTqFs,10.0
3059,uses,hmsl,What is a surprising use for a BRICK?,brick,Decoration,hmsl_brick-9de002,2.0,hmsltcw0dt93,2.0
1553,uses,snbmo09,What is a surprising use for a BOX?,box,hold food,snbmo09_3_box-f37fae,1.0,snbmo0974,14
5029,uses,setal08,What is a surprising use for a KNIFE?,knife,to cut hair or shave,setal08_4.0-2eabb8,1.7,setal08105,3.0
2507,uses,betal18,What is a surprising use for a ROPE?,rope,tie on a doorknob to shut door from a distance,betal18_rope-a8bfb6,2.4,betal182125,
2255,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,wouldn't be able to reach the sink in a kitchen,setal08_6.0-eb0b38,1.0,setal0851,5.0
886,uses,dod20,What is a surprising use for a BOTTLE?,bottle,storage,dod20_bottle-46d801,2.0,dod2048,4
329,uses,hass17,What is a surprising use for a BOTTLE?,bottle,magnifying lens,hass17_bottle-aa0763,4.7,hass173, 5
